tableId,correctnessAlwaysFirst,correctnessAlwaysEmpty,correctnessChen,correctnessClassifierFeatures,correctnessClassifierStacking,correctnessFindCountry,correctnessFindCountryNames,correctnessFindCrossing,correctnessFindHtmlHeader,correctnessFindHtmlStyle,correctnessTengli,numberOfColumns,numberOfRows,numberOfCells,columnsToRowsRatio,columnsToCellsRatio,rowsToColumnsRatio,rowsToCellsRatio,cellsToColumnsRatio,cellsToRowsRatio,numberOfCellsContainingCountry,percentageOfCellsContainingCountry,containsCountry,numberOfCellsContainingCountr,percentageOfCellsContainingCountr,containsCountr,numberOfNumericCells,percentageOfNumericCells,numberOfBlankCells,percentageOfBlankCells,numberOfCellsStartingWithCapitals,percentageOfCellsStartingWithCapitals,numberOfCellsAllCapitalized,percentageOfCellsAllCapitalized,numberOfCellsAllLowercase,percentageOfCellsAllLowercase,numberOfCellsWithRowspan,percentageOfCellsWithRowspan,numberOfCellsWithColspan,percentageOfCellsWithColspan,numberOfCellsWithStyleClass,percentageOfCellsWithStyleClass,numberOfCellsWithInlineStyle,percentageOfCellsWithInlineStyle,numberOfCellsWithId,percentageOfCellsWithId,numberOfCellsContainingCountryNames,percentageOfCellsContainingCountryNames,avgNumberOfWords,sdNumberOfWords,minNumberOfWords,maxNumberOfWords,avgNumberOfCharacters,sdNumberOfCharacters,minNumberOfCharacters,maxNumberOfCharacters,avgNumberOfLetters,sdNumberOfLetters,minNumberOfLetters,maxNumberOfLetters,avgNumberOfNumbers,sdNumberOfNumbers,minNumberOfNumbers,maxNumberOfNumbers,avgNumberOfPunctuationMarks,sdNumberOfPunctuationMarks,minNumberOfPunctuationMarks,maxNumberOfPunctuationMarks,avgColspanLength,sdColspanLength,minColspanLength,maxColspanLength,avgRowspanLength,sdRowspanLength,minRowspanLength,maxRowspanLength
Countries global competitive index.html-0,false,false,true,false,false,false,true,false,false,false,true,5,140,700,0.0357142873108387,0.0071428571827709675,28.0,0.20000000298023224,140.0,5.0,0,0.0,false,0,0.0,false,344,0.49,0,0.0,144,0.21,0,0.0,0,0.0,0,0.0,5,0.01,695,0.99,0,0.0,0,0.0,131,0.19,1.04,0.22,1,3,1.97,3.45,0,22,1.97,3.45,0,22,1.68,1.11,0,3,0.31,0.47,0,2,0.04,0.42,0,5,0.0,0.0,0,0
70964999_4652770860547334226-0,false,false,true,false,false,false,false,false,true,false,true,6,11,66,0.5454545617103577,0.09090909361839294,1.8333333730697632,0.1666666716337204,11.0,6.0,0,0.0,false,0,0.0,false,0,0.0,10,0.15,35,0.53,10,0.15,0,0.0,0,0.0,0,0.0,66,1.0,0,0.0,0,0.0,0,0.0,1.35,0.59,1,4,5.41,6.56,0,27,5.41,6.56,0,27,0.32,0.77,0,3,0.47,0.71,0,3,0.0,0.0,0,0,0.0,0.0,0,0
www.guncite.com.html-0,true,false,true,true,false,true,true,true,false,false,false,7,40,280,0.17499999701976776,0.02500000037252903,5.714285850524902,0.1428571492433548,40.0,7.0,2,0.01,true,2,0.01,true,39,0.14,0,0.0,50,0.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,28,0.1,1.06,0.32,1,4,2.75,3.69,0,22,2.75,3.69,0,22,3.02,2.32,0,9,0.83,0.64,0,2,0.0,0.0,0,0,0.0,0.0,0,0
countrycode.org-tv-standards.html-0,true,false,true,true,false,true,true,true,false,false,false,2,221,442,0.009049774147570133,0.004524887073785067,110.5,0.5,221.0,2.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,442,1.0,9,0.02,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,160,0.36,1.78,0.85,1,8,8.56,5.19,1,42,8.56,5.19,1,42,0.0,0.0,0,0,0.35,0.74,0,7,0.0,0.0,0,0,0.0,0.0,0,0
saschastab (5).html-0,true,false,true,true,false,false,false,true,false,false,false,4,102,408,0.03921568766236305,0.009803921915590763,25.5,0.25,102.0,4.0,0,0.0,false,0,0.0,false,0,0.0,131,0.32,277,0.68,174,0.43,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,91,0.22,1.05,0.22,1,3,3.21,3.32,0,18,3.21,3.32,0,18,0.0,0.0,0,0,0.0,0.1,0,2,0.0,0.0,0,0,0.0,0.0,0,0
44220443_4096021108274509930-0,false,false,true,true,false,false,true,true,false,false,true,6,6,36,1.0,0.1666666716337204,1.0,0.1666666716337204,6.0,6.0,0,0.0,false,0,0.0,false,20,0.56,6,0.17,10,0.28,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.11,1.06,0.23,1,2,2.14,3.69,0,11,2.14,3.69,0,11,1.28,1.39,0,4,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
mapsofworld.com.html-0,true,false,true,true,false,true,true,true,false,false,false,6,267,1602,0.02247191034257412,0.00374531839042902,44.5,0.1666666716337204,267.0,6.0,1,0.0,true,1,0.0,true,1099,0.69,0,0.0,268,0.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,194,0.12,1.09,0.44,1,7,1.9,4.78,0,44,1.9,4.78,0,44,1.41,1.1,0,6,0.16,0.38,0,3,0.0,0.0,0,0,0.0,0.0,0,0
Linguistic diversity index.html-0,false,false,true,false,false,false,true,false,false,false,true,3,225,675,0.013333333656191826,0.004444444552063942,75.0,0.3333333432674408,225.0,3.0,0,0.0,false,0,0.0,false,6,0.01,0,0.0,227,0.34,0,0.0,0,0.0,0,0.0,3,0.0,672,1.0,0,0.0,0,0.0,181,0.27,1.14,0.52,1,5,3.89,5.25,0,33,3.89,5.25,0,33,2.0,1.62,0,4,0.68,0.48,0,2,0.01,0.2,0,3,0.0,0.0,0,0
Smoking ban around countries.html-0,false,false,true,false,false,false,true,false,false,false,true,2,194,388,0.010309278033673763,0.005154639016836882,97.0,0.5,194.0,2.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,388,1.0,0,0.0,0,0.0,0,0.0,2,0.01,386,0.99,0,0.0,0,0.0,181,0.47,1.65,0.62,1,5,8.99,4.14,4,33,8.99,4.14,4,33,0.0,0.0,0,0,0.03,0.16,0,1,0.01,0.14,0,2,0.0,0.0,0,0
treasury.govt.nz.html-0,false,false,false,true,false,false,false,false,false,false,false,7,14,98,0.5,0.0714285746216774,2.0,0.1428571492433548,14.0,7.0,1,0.01,true,1,0.01,true,0,0.0,1,0.01,22,0.22,0,0.0,0,0.0,0,0.0,6,0.06,0,0.0,0,0.0,25,0.26,11,0.11,1.21,0.68,1,4,3.55,5.83,0,26,3.55,5.83,0,26,3.87,3.33,0,8,0.78,0.44,0,2,0.12,0.48,0,2,0.0,0.0,0,0
saschastab (12).html-0,false,false,true,true,false,true,true,true,false,false,false,4,189,756,0.021164020523428917,0.005291005130857229,47.25,0.25,189.0,4.0,1,0.0,true,1,0.0,true,190,0.25,188,0.25,192,0.25,0,0.0,0,0.0,0,0.0,2,0.0,0,0.0,0,0.0,0,0.0,179,0.24,1.08,0.41,1,5,2.53,4.83,0,44,2.53,4.83,0,44,1.32,1.38,0,4,0.27,0.48,0,4,0.01,0.1,0,2,0.0,0.0,0,0
94753078_2503666221740255983-0,false,false,true,true,false,true,false,true,false,false,true,5,14,70,0.3571428656578064,0.0714285746216774,2.799999952316284,0.20000000298023224,14.0,5.0,1,0.01,true,1,0.01,true,0,0.0,0,0.0,56,0.8,5,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,0.17,1.89,1.0,1,5,9.83,6.41,1,25,9.83,6.41,1,25,0.8,1.61,0,4,0.6,0.79,0,3,0.0,0.0,0,0,0.0,0.0,0,0
nationalflowers.html-0,true,false,true,false,false,true,false,true,false,false,false,3,117,351,0.025641025975346565,0.008547008968889713,39.0,0.3333333432674408,117.0,3.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,350,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,92,0.26,5.81,5.95,1,48,36.8,33.72,4,281,36.8,33.72,4,281,0.28,1.13,0,8,1.27,1.37,0,11,0.0,0.0,0,0,0.0,0.0,0,0
83753882_2671652954338601049-0,false,false,false,true,false,true,true,false,false,false,true,6,20,120,0.30000001192092896,0.05000000074505806,3.3333332538604736,0.1666666716337204,20.0,6.0,1,0.01,true,1,0.01,true,74,0.62,3,0.03,43,0.36,17,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.16,1.17,0.4,1,3,2.99,5.12,0,20,2.99,5.12,0,20,1.19,1.03,0,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
Countries income classification.html-0,true,false,true,true,false,true,true,true,false,false,false,2,216,432,0.009259259328246117,0.004629629664123058,108.0,0.5,216.0,2.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,432,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,171,0.4,2.13,0.93,1,5,13.45,5.75,4,30,13.45,5.75,4,30,0.0,0.0,0,0,0.24,0.51,0,4,0.0,0.0,0,0,0.0,0.0,0,0
factbook.gatech.edu-admissions-and-enrollment.html-0,true,false,false,true,false,true,false,true,false,false,false,4,116,464,0.03448275849223137,0.008620689623057842,29.0,0.25,116.0,4.0,1,0.0,true,1,0.0,true,292,0.63,47,0.1,119,0.26,0,0.0,0,0.0,0,0.0,0,0.0,464,1.0,0,0.0,0,0.0,107,0.23,1.05,0.29,1,4,2.11,3.98,0,26,2.11,3.98,0,26,0.87,0.83,0,4,0.03,0.22,0,3,0.0,0.0,0,0,0.0,0.0,0,0
ritholtz.com.html-0,true,false,false,true,false,false,true,false,false,false,false,2,56,112,0.0357142873108387,0.01785714365541935,28.0,0.5,56.0,2.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,57,0.51,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,53,0.47,1.15,0.62,1,6,5.43,5.11,2,37,5.43,5.11,2,37,1.47,1.51,0,3,1.0,1.0,0,2,0.0,0.0,0,0,0.0,0.0,0,0
www.freesmoking.co.uk.html-0,true,false,false,true,false,true,true,true,false,false,false,6,16,96,0.375,0.0625,2.6666667461395264,0.1666666716337204,16.0,6.0,1,0.01,true,1,0.01,true,0,0.0,0,0.0,53,0.55,1,0.01,0,0.0,0,0.0,0,0.0,6,0.06,0,0.0,0,0.0,14,0.15,1.34,0.94,1,6,4.78,5.82,1,33,4.78,5.82,1,33,0.0,0.0,0,0,0.49,0.5,0,1,0.0,0.0,0,0,0.0,0.0,0,0
77.html-0,true,false,false,true,false,true,true,true,false,false,true,7,65,455,0.10769230872392654,0.015384615398943424,9.285714149475098,0.1428571492433548,65.0,7.0,1,0.0,true,1,0.0,true,19,0.04,0,0.0,197,0.43,60,0.13,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,43,0.09,1.15,0.42,1,5,3.52,3.88,0,24,3.52,3.88,0,24,3.4,2.86,0,10,1.05,0.83,0,4,0.0,0.0,0,0,0.0,0.0,0,0
nuclear_weapons_stockpiles.html-0,true,false,true,false,false,true,false,true,false,false,false,3,15,45,0.20000000298023224,0.06666667014360428,5.0,0.3333333432674408,15.0,3.0,1,0.02,true,1,0.02,true,12,0.27,3,0.07,29,0.64,0,0.0,0,0.0,0,0.0,0,0.0,3,0.07,0,0.0,0,0.0,12,0.27,1.29,0.99,1,7,5.67,7.43,0,45,5.67,7.43,0,45,0.4,0.69,0,3,0.16,0.47,0,2,0.0,0.0,0,0,0.0,0.0,0,0
allcountries.org.html-0,false,false,false,true,false,false,false,false,false,false,false,16,233,3728,0.06866952776908875,0.004291845485568047,14.5625,0.0625,233.0,16.0,1,0.0,true,1,0.0,true,20,0.01,321,0.09,235,0.06,0,0.0,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,179,0.05,1.03,0.23,1,6,1.72,2.37,0,35,1.72,2.37,0,35,4.13,2.61,0,10,1.11,0.65,0,3,0.0,0.0,0,0,0.0,0.0,0,0
numbeo.com.html-0,true,false,true,true,false,true,true,true,false,false,true,3,129,387,0.023255813866853714,0.007751937955617905,43.0,0.3333333432674408,129.0,3.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,131,0.34,0,0.0,0,0.0,0,0.0,0,0.0,128,0.33,0,0.0,0,0.0,124,0.32,1.06,0.28,1,3,3.33,3.71,1,22,3.33,3.71,1,22,2.65,1.9,0,4,0.66,0.47,0,1,0.0,0.0,0,0,0.0,0.0,0,0
Countries costline length.html-0,false,false,false,false,false,false,true,false,false,false,true,3,194,582,0.015463917516171932,0.005154639016836882,64.66666412353516,0.3333333432674408,194.0,3.0,0,0.0,false,0,0.0,false,0,0.0,184,0.32,196,0.34,0,0.0,0,0.0,0,0.0,3,0.01,579,0.99,0,0.0,0,0.0,142,0.24,1.62,1.34,1,23,5.13,8.27,0,129,5.13,8.27,0,129,1.2,1.83,0,14,0.2,0.47,0,3,0.02,0.22,0,3,0.0,0.0,0,0
26291751_4820890281661259548-0,false,false,false,true,false,false,false,false,false,false,false,5,7,35,0.7142857313156128,0.1428571492433548,1.399999976158142,0.20000000298023224,7.0,5.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,18,0.51,0,0.0,0,0.0,0,0.0,2,0.06,0,0.0,0,0.0,0,0.0,1,0.03,2.14,1.24,1,6,10.11,9.97,1,40,10.11,9.97,1,40,1.11,1.69,0,4,0.54,0.89,0,2,0.11,0.47,0,2,0.0,0.0,0,0
http_www.phonecardstocall.comcalling_cardTip_Top_Asia.htm-0,true,false,false,true,false,true,false,true,false,false,false,7,438,3066,0.015981735661625862,0.0022831049282103777,62.57143020629883,0.1428571492433548,438.0,7.0,1,0.0,true,1,0.0,true,2096,0.68,0,0.0,439,0.14,0,0.0,0,0.0,0,0.0,0,0.0,7,0.0,3060,1.0,0,0.0,169,0.06,1.19,0.63,1,5,2.35,5.43,0,32,2.35,5.43,0,32,2.05,1.04,0,4,0.26,0.46,0,3,0.0,0.0,0,0,0.0,0.0,0,0
6071806_5348364660449364986-0,true,false,true,true,false,true,true,true,false,false,false,4,11,44,0.3636363744735718,0.09090909361839294,2.75,0.25,11.0,4.0,1,0.02,true,1,0.02,true,30,0.68,0,0.0,14,0.32,1,0.02,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,0.2,1.09,0.36,1,3,2.57,4.23,0,17,2.57,4.23,0,17,1.41,1.21,0,3,0.02,0.15,0,1,0.0,0.0,0,0,0.0,0.0,0,0
28936976_2900825940687960950-0,false,false,true,true,false,true,false,true,false,false,false,7,17,119,0.4117647111415863,0.05882352963089943,2.4285714626312256,0.1428571492433548,17.0,7.0,1,0.01,true,1,0.01,true,0,0.0,17,0.14,71,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,0.08,2.03,1.66,1,9,12.47,13.32,0,63,12.47,13.32,0,63,0.03,0.28,0,3,0.45,0.88,0,4,0.0,0.0,0,0,0.0,0.0,0,0
www.spoonfork.org-isocodes-table.html-0,false,false,true,false,false,false,true,false,false,false,false,2,252,504,0.007936508394777775,0.003968254197388887,126.0,0.5,252.0,2.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,252,0.5,0,0.0,252,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,187,0.37,1.26,0.77,1,9,6.28,6.3,2,44,6.28,6.3,2,44,0.01,0.18,0,4,0.08,0.45,0,5,0.0,0.0,0,0,0.0,0.0,0,0
88202518_1835626783474675706-0,false,false,true,true,false,true,true,false,false,false,false,8,30,240,0.2666666805744171,0.03333333507180214,3.75,0.125,30.0,8.0,0,0.0,false,0,0.0,false,33,0.14,63,0.26,70,0.29,3,0.01,0,0.0,0,0.0,0,0.0,240,1.0,0,0.0,0,0.0,18,0.07,1.39,0.86,1,5,4.65,7.14,0,34,4.65,7.14,0,34,1.68,3.0,0,10,0.88,1.27,0,5,0.0,0.0,0,0,0.0,0.0,0,0
9.html-0,true,false,true,true,false,true,true,true,false,false,false,8,214,1712,0.037383176386356354,0.004672897048294544,26.75,0.125,214.0,8.0,1,0.0,true,1,0.0,true,5,0.0,440,0.26,214,0.13,0,0.0,0,0.0,0,0.0,0,0.0,1712,1.0,0,0.0,0,0.0,174,0.1,1.06,0.32,1,5,2.26,3.36,0,30,2.26,3.36,0,30,4.32,3.5,0,10,1.09,0.92,0,4,0.0,0.0,0,0,0.0,0.0,0,0
32264740_1743885786703722822-0,false,false,false,true,false,true,false,true,false,false,false,5,21,105,0.2380952388048172,0.0476190485060215,4.199999809265137,0.20000000298023224,21.0,5.0,1,0.01,true,1,0.01,true,40,0.38,1,0.01,24,0.23,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.45,0.81,1,3,4.7,4.97,0,23,4.7,4.97,0,23,4.88,4.81,0,12,1.33,1.74,0,4,0.0,0.0,0,0,0.0,0.0,0,0
61032693_6292083929485638784-0,false,false,false,true,false,false,false,false,false,false,true,8,18,144,0.4444444477558136,0.0555555559694767,2.25,0.125,18.0,8.0,0,0.0,false,0,0.0,false,77,0.53,1,0.01,58,0.4,3,0.02,0,0.0,0,0.0,0,0.0,144,1.0,0,0.0,0,0.0,0,0.0,1.17,0.4,1,3,3.35,4.48,0,15,3.35,4.48,0,15,1.01,1.43,0,9,0.11,0.47,0,3,0.0,0.0,0,0,0.0,0.0,0,0
List of countries by GDP (nominal) per capita - Wikipedia 2.html-0,false,false,false,true,false,true,false,true,false,false,true,4,220,880,0.0181818176060915,0.004545454401522875,55.0,0.25,220.0,4.0,1,0.0,true,1,0.0,true,233,0.26,0,0.0,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.09,0.41,1,5,3.98,4.7,0,34,3.98,4.7,0,34,2.61,1.82,0,6,0.47,0.5,0,2,0.0,0.0,0,0,0.0,0.0,0,0
wmbriggs.com.html-0,true,false,true,true,false,true,true,true,false,false,false,8,30,240,0.2666666805744171,0.03333333507180214,3.75,0.125,30.0,8.0,4,0.02,true,4,0.02,true,0,0.0,0,0.0,124,0.52,1,0.0,0,0.0,0,0.0,0,0.0,232,0.97,0,0.0,0,0.0,108,0.45,1.1,0.36,1,4,4.73,4.42,1,22,4.73,4.42,1,22,1.04,1.11,0,3,0.48,0.5,0,1,0.0,0.0,0,0,0.0,0.0,0,0
75308100_3943481937091685406-0,true,false,true,false,false,false,false,true,false,false,true,2,53,106,0.03773584961891174,0.01886792480945587,26.5,0.5,53.0,2.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,98,0.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,39,0.37,2.1,1.24,1,7,24.27,19.34,4,98,24.27,19.34,4,98,0.22,1.02,0,9,2.25,2.75,0,15,0.0,0.0,0,0,0.0,0.0,0,0
52.html-0,false,false,false,true,false,false,false,false,false,false,false,3,12,36,0.25,0.0833333358168602,4.0,0.3333333432674408,12.0,3.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,16,0.44,0,0.0,0,0.0,0,0.0,3,0.08,0,0.0,0,0.0,0,0.0,2,0.06,1.33,1.12,1,5,7.25,10.23,1,39,7.25,10.23,1,39,1.42,1.7,0,4,0.72,0.61,0,2,0.25,0.84,0,3,0.0,0.0,0,0
90039008_7972462749156454477-0,true,false,true,true,false,true,true,true,false,false,false,2,238,476,0.008403361774981022,0.004201680887490511,119.0,0.5,238.0,2.0,1,0.0,true,1,0.0,true,0,0.0,0,0.0,261,0.55,20,0.04,0,0.0,0,0.0,0,0.0,237,0.5,0,0.0,0,0.0,184,0.39,2.88,3.06,1,26,14.57,17.23,1,156,14.57,17.23,1,156,3.72,4.33,0,18,1.86,2.2,0,15,0.0,0.0,0,0,0.0,0.0,0,0
uscusa.com.html-0,false,false,true,true,false,true,true,true,false,false,true,4,21,84,0.190476194024086,0.0476190485060215,5.25,0.25,21.0,4.0,1,0.01,true,1,0.01,true,20,0.24,0,0.0,23,0.27,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,19,0.23,1.17,0.76,1,7,3.32,6.54,0,43,3.32,6.54,0,43,1.95,1.46,0,4,0.55,0.59,0,3,0.0,0.0,0,0,0.0,0.0,0,0
61032693_6292083929485638784-1,false,false,false,true,false,false,false,false,false,false,true,7,59,413,0.11864406615495682,0.016949152573943138,8.428571701049805,0.1428571492433548,59.0,7.0,0,0.0,false,0,0.0,false,174,0.42,1,0.0,220,0.53,5,0.01,0,0.0,0,0.0,0,0.0,413,1.0,0,0.0,0,0.0,0,0.0,1.58,0.74,1,3,5.97,6.61,0,20,5.97,6.61,0,20,1.4,1.43,0,4,0.01,0.1,0,1,0.0,0.0,0,0,0.0,0.0,0,0
gaebler.com.html-0,true,false,false,true,false,true,true,true,false,false,false,3,5,15,0.6000000238418579,0.20000000298023224,1.6666666269302368,0.3333333432674408,5.0,3.0,1,0.07,true,1,0.07,true,1,0.07,0,0.0,7,0.47,1,0.07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.27,1.6,1.24,1,5,7.27,9.69,0,29,7.27,9.69,0,29,1.87,1.88,0,4,0.4,0.51,0,1,0.0,0.0,0,0,0.0,0.0,0,0
www.indexmundi.com.condoms.html-0,false,false,true,true,false,true,true,true,false,false,true,4,55,220,0.072727270424366,0.0181818176060915,13.75,0.25,55.0,4.0,1,0.0,true,1,0.0,true,108,0.49,0,0.0,58,0.26,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,50,0.23,1.06,0.35,1,4,2.35,3.87,0,21,2.35,3.87,0,21,2.4,1.7,0,4,0.27,0.45,0,2,0.0,0.0,0,0,0.0,0.0,0,0
10243565_8082529832718707397-0,false,false,true,true,false,false,true,false,false,false,false,5,23,115,0.21739129722118378,0.043478261679410934,4.599999904632568,0.20000000298023224,23.0,5.0,0,0.0,false,0,0.0,false,44,0.38,0,0.0,49,0.43,5,0.04,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,0.16,1.21,0.47,1,3,4.57,5.28,0,23,4.57,5.28,0,23,1.63,1.56,0,5,0.5,1.05,0,3,0.0,0.0,0,0,0.0,0.0,0,0
Muslim population by country.html-0,true,false,true,true,false,true,true,true,false,false,false,5,233,1165,0.021459227427840233,0.004291845485568047,46.599998474121094,0.20000000298023224,233.0,5.0,1,0.0,true,1,0.0,true,229,0.2,0,0.0,237,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,193,0.17,1.09,0.42,1,5,2.64,4.13,0,30,2.64,4.13,0,30,2.98,2.42,0,9,0.75,0.68,0,2,0.0,0.0,0,0,0.0,0.0,0,0
amednews.com.html-0,true,false,true,true,false,true,true,true,false,false,false,2,36,72,0.0555555559694767,0.02777777798473835,18.0,0.5,36.0,2.0,2,0.03,true,2,0.03,true,0,0.0,0,0.0,38,0.53,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,0.44,1.19,0.7,1,5,5.42,5.93,1,33,5.42,5.93,1,33,1.89,2.01,0,4,0.47,0.5,0,1,0.0,0.0,0,0,0.0,0.0,0,0
Countries adult alcohol consumption.html-0,true,false,true,true,false,true,true,true,false,false,false,4,191,764,0.020942408591508865,0.005235602147877216,47.75,0.25,191.0,4.0,1,0.0,true,1,0.0,true,100,0.13,1,0.0,194,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,176,0.23,1.12,0.58,1,8,3.17,5.43,0,52,3.17,5.43,0,52,1.54,1.06,0,4,0.63,0.49,0,2,0.0,0.0,0,0,0.0,0.0,0,0
www.theguardian.com.html-0,false,false,false,true,false,false,true,true,false,false,true,5,184,920,0.027173912152647972,0.005434782709926367,36.79999923706055,0.20000000298023224,184.0,5.0,1,0.0,true,1,0.0,true,17,0.02,0,0.0,192,0.21,2,0.0,0,0.0,0,0.0,5,0.01,766,0.83,0,0.0,915,0.99,151,0.16,1.08,0.44,1,7,2.65,4.05,0,50,2.65,4.05,0,50,1.07,1.16,0,3,0.5,0.53,0,3,0.03,0.37,0,5,0.0,0.0,0,0
62125762_1731658614684472623-1,false,false,false,false,false,false,true,false,false,false,true,6,14,84,0.4285714328289032,0.0714285746216774,2.3333332538604736,0.1666666716337204,14.0,6.0,1,0.01,true,1,0.01,true,54,0.64,0,0.0,30,0.36,7,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.15,1.17,0.41,1,3,3.43,5.85,0,22,3.43,5.85,0,22,1.18,0.98,0,3,0.02,0.15,0,1,0.0,0.0,0,0,0.0,0.0,0,0
62125762_1731658614684472623-0,false,false,false,true,false,true,true,false,false,false,true,7,26,182,0.26923078298568726,0.03846153989434242,3.7142856121063232,0.1428571492433548,26.0,7.0,1,0.01,true,1,0.01,true,127,0.7,0,0.0,55,0.3,15,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,24,0.13,1.16,0.4,1,3,2.79,5.18,0,19,2.79,5.18,0,19,1.36,1.01,0,3,0.01,0.07,0,1,0.0,0.0,0,0,0.0,0.0,0,0
saschastab (1).html-0,true,false,true,false,false,true,false,true,false,false,false,3,35,105,0.08571428805589676,0.02857142873108387,11.666666984558105,0.3333333432674408,35.0,3.0,1,0.01,true,1,0.01,true,32,0.3,0,0.0,72,0.69,0,0.0,0,0.0,0,0.0,3,0.03,0,0.0,0,0.0,0,0.0,31,0.3,1.69,1.9,1,12,9.0,12.79,0,74,9.0,12.79,0,74,1.26,1.87,0,4,0.1,0.31,0,1,0.09,0.5,0,3,0.0,0.0,0,0
78.html-0,true,false,false,true,false,true,true,true,false,false,true,7,60,420,0.11666666716337204,0.01666666753590107,8.571428298950195,0.1428571492433548,60.0,7.0,1,0.0,true,1,0.0,true,9,0.02,0,0.0,183,0.44,58,0.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,36,0.09,1.17,0.45,1,4,3.55,4.14,0,27,3.55,4.14,0,27,3.46,2.78,0,10,1.07,0.82,0,4,0.0,0.0,0,0,0.0,0.0,0,0
4.html-0,false,false,false,true,false,true,false,true,false,false,true,5,10,50,0.5,0.10000000149011612,2.0,0.20000000298023224,10.0,5.0,1,0.02,true,1,0.02,true,0,0.0,9,0.18,26,0.52,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.06,1.54,0.97,1,4,6.16,6.39,0,26,6.16,6.39,0,26,1.4,3.06,0,10,0.52,0.86,0,3,0.0,0.0,0,0,0.0,0.0,0,0
International Organization for Standardization Members.html-0,false,false,true,false,false,false,true,false,false,false,true,3,164,492,0.018292682245373726,0.006097560748457909,54.66666793823242,0.3333333432674408,164.0,3.0,0,0.0,false,0,0.0,false,0,0.0,0,0.0,492,1.0,161,0.33,0,0.0,0,0.0,3,0.01,489,0.99,0,0.0,0,0.0,152,0.31,1.43,0.58,1,5,8.92,5.36,2,33,8.92,5.36,2,33,0.0,0.0,0,0,0.02,0.14,0,2,0.02,0.23,0,3,0.0,0.0,0,0
www.bloomberg.com-most-efficient-health-care-countries.html-0,false,false,false,false,false,true,false,true,false,false,false,6,49,294,0.12244898080825806,0.020408162847161293,8.166666984558105,0.1666666716337204,49.0,6.0,1,0.0,true,1,0.0,true,48,0.16,0,0.0,54,0.18,0,0.0,0,0.0,0,0.0,0,0.0,294,1.0,0,0.0,0,0.0,0,0.0,1.24,0.68,1,9,2.94,4.87,0,50,2.94,4.87,0,50,2.24,1.24,0,4,0.92,0.77,0,2,0.0,0.0,0,0,0.0,0.0,0,0
