tableId,label,length,numberOfIndex,percentageOfIndex,numberOfNumericCells,percentageOfNumericCells,numberOfBlankCells,percentageOfBlankCells,numberOfCellsStartingWithCapitals,percentageOfCellsStartingWithCapitals,numberOfCellsAllCapitalised,percentageOfCellsAllCapitalised,numberOfCellsAllLowercase,percentageOfCellsAllLowercase,numberOfCellsContainingCountry,percentageOfCellsContainingCountry,numberOfCellsContainingCountryNames,percentageOfCellsContainingCountryNames,numberOfCellsWithRowspan,percentageOfCellsWithRowspan,numberOfCellsWithColspan,percentageOfCellsWithColspan,numberOfCellsWithStyleClass,percentageOfCellsWithStyleClass,numberOfCellsWithInlineStyle,percentageOfCellsWithInlineStyle,hasStyleClass,hasInlineStyle,avgNumberOfWords,minNumberOfWords,maxNumberOfWords,sdNumberOfWords,avgNumberOfCharacters,minNumberOfCharacters,maxNumberOfCharacters,sdNumberOfCharacters,avgNumberOfLetters,minNumberOfLetters,maxNumberOfLetters,sdNumberOfLetters,avgNumberOfNumbers,minNumberOfNumbers,maxNumberOfNumbers,sdNumberOfNumbers,avgNumberOfPunctuationMarks,minNumberOfPunctuationMarks,maxNumberOfPunctuationMarks,sdNumberOfPunctuationMarks,avgRowspan,minRowspan,maxRowspan,sdRowspan,avgColspan,minColspan,maxColspan,sdColspan
www.indexmundi.com.html-0,false,101,3,0.029702970758080482,0,0.0,100,0.9900990128517151,1,0.009900989942252636,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.009900989942252636,0,0.0,0,0.0,false,false,1.05,1,6,0.0,0.38,0,38,4.0,0.38,0,38,4.0,0.0,0,0,0.0,0.03,0,3,0.0,0.0,0,0,0.0,0.02,0,2,0.0
allcountries.org.html-0,false,233,13,0.055793993175029755,0,0.0,6,0.02575107291340828,1,0.004291845485568047,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.01,1,3,0.0,3.97,0,9,1.0,1.05,0,9,1.0,2.92,0,4,1.0,0.96,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
allcountries.org.html-0,false,233,12,0.05150214582681656,2,0.008583690971136093,5,0.021459227427840233,1,0.004291845485568047,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,2,0.0,3.93,0,9,1.0,1.02,0,9,1.0,2.91,0,4,1.0,0.96,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
gfmag.com.html-0,false,185,7,0.037837836891412735,184,0.9945945739746094,0,0.0,1,0.0054054055362939835,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,185,1.0,false,false,1.01,1,3,0.0,4.01,1,21,1.0,0.11,0,21,2.0,3.9,0,4,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
gfmag.com.html-0,false,185,5,0.027027027681469917,1,0.0054054055362939835,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,185,1.0,false,false,1.0,1,1,0.0,9.35,4,11,1.0,2.94,0,3,0.0,6.42,4,8,1.0,2.94,0,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0
gfmag.com.html-0,false,185,6,0.0324324332177639,1,0.0054054055362939835,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,185,1.0,false,false,1.0,1,1,0.0,9.37,4,11,1.0,2.94,0,3,0.0,6.43,4,8,1.0,2.94,0,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0
Countries costline length.html-0,true,194,0,0.0,0,0.0,0,0.0,194,1.0,0,0.0,0,0.0,0,0.0,142,0.7319587469100952,0,0.0,1,0.005154639016836882,193,0.9948453903198242,0,0.0,false,false,1.47,1,5,1.0,9.77,4,33,6.0,9.77,4,33,6.0,0.0,0,0,0.0,0.07,0,2,0.0,0.0,0,0,0.0,0.02,0,3,0.0
gfmag.com.html-0,false,185,2,0.010810811072587967,1,0.0054054055362939835,1,0.0054054055362939835,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,185,1.0,false,false,1.0,1,1,0.0,9.22,0,10,1.0,2.9,0,3,0.0,6.32,0,7,1.0,2.9,0,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0
gfmag.com.html-0,true,185,1,0.0054054055362939835,0,0.0,0,0.0,185,1.0,0,0.0,0,0.0,1,0.0054054055362939835,175,0.9459459185600281,0,0.0,0,0.0,0,0.0,1,0.0054054055362939835,false,false,1.28,1,5,1.0,8.69,4,32,4.0,8.69,4,32,4.0,0.0,0,0,0.0,0.04,0,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0
Countries costline length.html-0,false,194,2,0.010309278033673763,0,0.0,184,0.9484536051750183,1,0.005154639016836882,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.005154639016836882,193,0.9948453903198242,0,0.0,false,false,1.38,1,23,2.0,2.44,0,143,13.0,2.16,0,129,12.0,0.27,0,14,2.0,0.11,0,3,1.0,0.0,0,0,0.0,0.02,0,3,0.0
gfmag.com.html-0,false,185,4,0.021621622145175934,1,0.0054054055362939835,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,185,1.0,false,false,1.0,1,1,0.0,9.32,4,10,1.0,2.93,0,3,0.0,6.39,4,7,1.0,2.93,0,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0
Countries costline length.html-0,false,194,1,0.005154639016836882,0,0.0,0,0.0,1,0.005154639016836882,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.005154639016836882,193,0.9948453903198242,0,0.0,false,false,2.0,2,2,0.0,6.8,4,10,1.0,3.47,3,10,1.0,3.34,0,6,1.0,0.43,0,1,0.0,0.0,0,0,0.0,0.02,0,3,0.0
gfmag.com.html-0,false,185,3,0.01621621660888195,1,0.0054054055362939835,1,0.0054054055362939835,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,185,1.0,false,false,1.0,1,1,0.0,9.26,0,10,1.0,2.91,0,3,0.0,6.35,0,7,1.0,2.91,0,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0
Number of researchers per million.html-0,false,128,10,0.078125,1,0.0078125,126,0.984375,1,0.0078125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.04,1,6,0.0,0.38,0,45,4.0,0.32,0,41,4.0,0.05,0,4,0.0,0.02,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0
gfmag.com.html-0,false,185,0,0.0,184,0.9945945739746094,1,0.0054054055362939835,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,185,1.0,false,false,1.0,1,1,0.0,2.4,0,3,1.0,0.0,0,0,0.0,2.4,0,3,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
emergengy telephone numbers.html-0,false,246,1,0.004065040498971939,215,0.8739837408065796,29,0.11788617819547653,1,0.004065040498971939,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,2.94,0,18,2.0,0.03,0,6,0.0,2.91,0,18,2.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
emergengy telephone numbers.html-0,false,246,2,0.008130080997943878,206,0.8373983502388,37,0.15040650963783264,1,0.004065040498971939,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,2.89,0,18,2.0,0.04,0,9,1.0,2.85,0,18,2.0,0.01,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
emergengy telephone numbers.html-0,false,246,3,0.012195121496915817,210,0.8536585569381714,34,0.13821138441562653,1,0.004065040498971939,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,2.9,0,18,2.0,0.02,0,4,0.0,2.88,0,18,2.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
emergengy telephone numbers.html-0,false,246,4,0.016260161995887756,0,0.0,172,0.6991869807243347,37,0.15040650963783264,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,5.79,1,85,11.0,31.93,0,552,74.0,29.78,0,508,69.0,2.15,0,72,7.0,1.19,0,41,4.0,0.0,0,0,0.0,0.0,0,0,0.0
joinafrica.com.html-0,false,53,0,0.0,52,0.9811320900917053,0,0.0,1,0.01886792480945587,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.02,1,2,0.0,2.02,1,12,1.0,0.23,0,12,2.0,1.79,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
joinafrica.com.html-0,true,53,1,0.01886792480945587,0,0.0,0,0.0,53,1.0,0,0.0,0,0.0,0,0.0,49,0.9245283007621765,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.19,1,3,0.0,8.06,4,24,4.0,8.06,4,24,4.0,0.0,0,0,0.0,0.04,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
joinafrica.com.html-0,false,53,2,0.03773584961891174,52,0.9811320900917053,0,0.0,1,0.01886792480945587,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.02,1,2,0.0,2.62,2,10,1.0,0.19,0,10,1.0,2.43,0,3,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
health.ny.gov.html-0,false,33,1,0.03030303120613098,32,0.9696969985961914,0,0.0,1,0.03030303120613098,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.15,1,6,1.0,4.94,4,35,5.0,1.06,0,35,6.0,3.88,0,4,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
health.ny.gov.html-0,true,33,0,0.0,0,0.0,0,0.0,33,1.0,0,0.0,0,0.0,1,0.03030303120613098,30,0.9090909361839294,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.18,1,3,0.0,7.97,5,20,3.0,7.97,5,20,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
78265510_1648335133027689379-0,false,12,0,0.0,12,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,1.25,1,2,0.0,0.0,0,0,0.0,1.25,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
78265510_1648335133027689379-0,false,12,1,0.0833333358168602,12,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,4.0,4,4,0.0,0.0,0,0,0.0,4.0,4,4,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
78265510_1648335133027689379-0,true,12,2,0.1666666716337204,0,0.0,0,0.0,12,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,6.75,4,10,2.0,6.75,4,10,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
emergengy telephone numbers.html-0,true,246,0,0.0,0,0.0,0,0.0,245,0.9959349632263184,0,0.0,0,0.0,1,0.004065040498971939,183,0.7439024448394775,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.48,1,5,1.0,10.02,4,36,6.0,10.02,4,36,6.0,0.0,0,0,0.0,0.08,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0
78265510_1648335133027689379-0,true,12,3,0.25,0,0.0,0,0.0,12,1.0,0,0.0,0,0.0,0,0.0,9,0.75,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.17,1,2,0.0,7.83,5,14,3.0,7.83,5,14,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
saschastab (13).html-0,false,49,5,0.10204081982374191,0,0.0,2,0.040816325694322586,3,0.06122449040412903,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,0.9591836929321289,0,0.0,48,0.9795918464660645,false,false,1.39,1,14,2.0,6.71,0,75,11.0,3.9,0,74,11.0,2.82,0,5,2.0,1.61,0,3,1.0,0.0,0,0,0.0,3.0,0,8,1.0
saschastab (13).html-0,false,49,4,0.08163265138864517,0,0.0,2,0.040816325694322586,3,0.06122449040412903,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,47,0.9591836929321289,0,0.0,48,0.9795918464660645,false,false,1.39,1,14,2.0,6.71,0,75,11.0,3.9,0,74,11.0,2.82,0,5,2.0,1.61,0,3,1.0,0.0,0,0,0.0,3.0,0,8,1.0
saschastab (13).html-0,false,49,3,0.06122449040412903,0,0.0,2,0.040816325694322586,3,0.06122449040412903,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,48,0.9795918464660645,0,0.0,48,0.9795918464660645,false,false,1.39,1,14,2.0,6.71,0,75,11.0,3.9,0,74,11.0,2.82,0,5,2.0,1.61,0,3,1.0,0.0,0,0,0.0,3.06,0,8,1.0
saschastab (13).html-0,false,49,2,0.040816325694322586,1,0.020408162847161293,20,0.40816327929496765,2,0.040816325694322586,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.06122449040412903,0,0.0,48,0.9795918464660645,false,false,1.33,1,14,2.0,5.31,0,75,11.0,3.06,0,74,11.0,2.24,0,5,2.0,1.12,0,3,1.0,0.0,0,0,0.0,0.27,0,8,1.0
saschastab (13).html-0,false,49,1,0.020408162847161293,1,0.020408162847161293,20,0.40816327929496765,2,0.040816325694322586,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.06122449040412903,0,0.0,48,0.9795918464660645,false,false,1.33,1,14,2.0,5.31,0,75,11.0,3.06,0,74,11.0,2.24,0,5,2.0,1.12,0,3,1.0,0.0,0,0,0.0,0.27,0,8,1.0
saschastab (13).html-0,true,49,0,0.0,0,0.0,3,0.06122449040412903,46,0.9387755393981934,2,0.040816325694322586,0,0.0,1,0.020408162847161293,41,0.8367347121238708,0,0.0,1,0.020408162847161293,0,0.0,48,0.9795918464660645,false,false,1.37,1,14,2.0,8.24,0,75,10.0,8.22,0,74,10.0,0.02,0,1,0.0,0.06,0,3,0.0,0.0,0,0,0.0,0.16,0,8,1.0
83753882_2671652954338601049-0,false,20,1,0.05000000074505806,0,0.0,0,0.0,20,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,2.0,1,3,0.0,13.35,4,20,3.0,13.35,4,20,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
83753882_2671652954338601049-0,true,20,2,0.10000000149011612,0,0.0,0,0.0,20,1.0,16,0.800000011920929,0,0.0,1,0.05000000074505806,19,0.949999988079071,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,3.95,3,9,2.0,3.95,3,9,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
83753882_2671652954338601049-0,false,20,0,0.0,18,0.8999999761581421,0,0.0,2,0.10000000149011612,1,0.05000000074505806,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,1.75,1,5,1.0,0.4,0,5,1.0,1.35,0,2,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
83753882_2671652954338601049-0,false,20,5,0.25,18,0.8999999761581421,1,0.05000000074505806,1,0.05000000074505806,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,2.45,0,5,1.0,0.25,0,5,1.0,2.2,0,3,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
83753882_2671652954338601049-0,false,20,3,0.15000000596046448,19,0.949999988079071,1,0.05000000074505806,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,1.8,0,2,1.0,0.0,0,0,0.0,1.8,0,2,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
83753882_2671652954338601049-0,false,20,4,0.20000000298023224,19,0.949999988079071,1,0.05000000074505806,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,1.8,0,2,1.0,0.0,0,0,0.0,1.8,0,2,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
80.html-0,true,23,0,0.0,0,0.0,0,0.0,23,1.0,0,0.0,0,0.0,1,0.043478261679410934,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.52,1,4,1.0,12.91,6,26,6.0,12.91,6,26,6.0,0.0,0,0,0.0,0.57,0,3,1.0,0.0,0,0,0.0,0.0,0,0,0.0
80.html-0,false,23,1,0.043478261679410934,0,0.0,0,0.0,11,0.47826087474823,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.48,1,2,1.0,13.3,3,23,4.0,8.3,2,23,6.0,5.0,0,11,5.0,1.43,0,3,1.0,0.0,0,0,0.0,0.0,0,0,0.0
80.html-0,false,23,2,0.08695652335882187,0,0.0,0,0.0,1,0.043478261679410934,0,0.0,0,0.0,1,0.043478261679410934,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.04,1,2,0.0,4.57,3,12,2.0,2.0,1,12,2.0,2.57,0,3,1.0,0.52,0,3,1.0,0.0,0,0,0.0,0.0,0,0,0.0
80.html-0,false,23,3,0.1304347813129425,0,0.0,0,0.0,23,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,6.65,2,17,5.0,42.39,13,115,30.0,38.13,13,115,28.0,4.26,0,10,4.0,2.35,0,10,3.0,0.0,0,0,0.0,0.0,0,0,0.0
relev6.html-0,false,225,5,0.02222222276031971,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004444444552063942,0,0.0,false,false,1.01,1,3,0.0,5.82,4,18,1.0,2.07,1,18,1.0,3.76,0,6,1.0,1.99,1,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0
relev6.html-0,false,225,4,0.017777778208255768,1,0.004444444552063942,0,0.0,1,0.004444444552063942,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004444444552063942,0,0.0,false,false,1.16,1,9,1.0,9.79,3,58,7.0,2.79,0,48,6.0,7.0,0,10,1.0,1.73,0,4,1.0,0.0,0,0,0.0,0.0,0,0,0.0
relev6.html-0,false,225,7,0.031111111864447594,0,0.0,0,0.0,159,0.7066666483879089,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,5.24,1,9,1.0,39.9,6,60,11.0,38.6,6,60,12.0,1.3,0,8,2.0,0.42,0,2,1.0,0.0,0,0,0.0,0.0,0,0,0.0
relev6.html-0,false,225,6,0.02666666731238365,224,0.995555579662323,0,0.0,1,0.004444444552063942,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004444444552063942,0,0.0,false,false,1.0,1,1,0.0,4.0,4,4,0.0,0.02,0,4,0.0,3.98,0,4,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
relev6.html-0,false,225,1,0.004444444552063942,0,0.0,224,0.995555579662323,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,0.0,0,1,0.0,0.0,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
relev6.html-0,false,225,0,0.0,223,0.9911110997200012,0,0.0,1,0.004444444552063942,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004444444552063942,0,0.0,false,false,1.0,1,1,0.0,2.52,1,4,1.0,0.02,0,4,0.0,2.49,0,3,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
relev6.html-0,false,225,3,0.013333333656191826,0,0.0,0,0.0,224,0.995555579662323,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.004444444552063942,0,0.0,false,false,1.87,1,9,1.0,14.32,1,53,5.0,14.32,1,53,5.0,0.0,0,0,0.0,0.22,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0
relev6.html-0,true,225,2,0.008888889104127884,0,0.0,0,0.0,225,1.0,0,0.0,0,0.0,1,0.004444444552063942,185,0.8222222328186035,0,0.0,0,0.0,1,0.004444444552063942,0,0.0,false,false,1.48,1,5,1.0,10.21,4,35,6.0,10.21,4,35,6.0,0.0,0,0,0.0,0.29,0,3,1.0,0.0,0,0,0.0,0.0,0,0,0.0
rsssf.com.html-0,false,49,0,0.0,46,0.9387755393981934,0,0.0,1,0.020408162847161293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,1.78,1,2,0.0,0.08,0,2,0.0,1.69,0,2,1.0,0.04,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
rsssf.com.html-0,false,49,1,0.020408162847161293,0,0.0,0,0.0,49,1.0,1,0.020408162847161293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,2.69,1,5,1.0,15.45,4,30,6.0,15.45,4,30,6.0,0.0,0,0,0.0,0.04,0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0
rsssf.com.html-0,true,49,2,0.040816325694322586,0,0.0,0,0.0,47,0.9591836929321289,1,0.020408162847161293,0,0.0,1,0.020408162847161293,45,0.918367326259613,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.22,1,2,0.0,7.02,1,12,2.0,7.02,1,12,2.0,0.0,0,0,0.0,0.04,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
1.html-0,false,212,10,0.04716981202363968,0,0.0,2,0.009433962404727936,210,0.9905660152435303,0,0.0,0,0.0,0,0.0,190,0.8962264060974121,0,0.0,0,0.0,5,0.02358490601181984,0,0.0,false,false,1.46,1,7,1.0,9.92,0,52,7.0,9.92,0,52,7.0,0.0,0,0,0.0,0.08,0,3,0.0,0.0,0,0,0.0,0.0,0,0,0.0
rsssf.com.html-0,false,49,3,0.06122449040412903,46,0.9387755393981934,0,0.0,1,0.020408162847161293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,1.02,1,2,0.0,0.06,0,1,0.0,0.96,0,1,0.0,0.04,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
1.html-0,false,212,11,0.05188679322600365,0,0.0,2,0.009433962404727936,205,0.9669811129570007,0,0.0,0,0.0,0,0.0,86,0.40566039085388184,0,0.0,0,0.0,5,0.02358490601181984,0,0.0,false,false,1.62,1,8,1.0,11.96,0,90,11.0,11.96,0,90,11.0,0.0,0,0,0.0,0.46,0,11,1.0,0.0,0,0,0.0,0.0,0,0,0.0
92365061_2218313834336627305-0,false,13,0,0.0,0,0.0,1,0.07692307978868484,1,0.07692307978868484,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,1.0,false,false,1.0,1,1,0.0,2.62,0,5,2.0,2.0,0,5,2.0,0.62,0,1,1.0,1.08,0,2,1.0,0.0,0,0,0.0,0.0,0,0,0.0
rsssf.com.html-0,false,49,8,0.16326530277729034,46,0.9387755393981934,0,0.0,1,0.020408162847161293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.02,1,2,0.0,1.22,1,10,1.0,0.24,0,10,1.0,0.98,0,2,0.0,0.04,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
92365061_2218313834336627305-0,true,13,1,0.07692307978868484,0,0.0,0,0.0,13,1.0,0,0.0,0,0.0,1,0.07692307978868484,10,0.7692307829856873,0,0.0,0,0.0,0,0.0,2,0.1538461595773697,false,false,1.15,1,2,0.0,7.77,5,14,3.0,7.77,5,14,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
rsssf.com.html-0,false,49,5,0.10204081982374191,46,0.9387755393981934,0,0.0,1,0.020408162847161293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.02,1,2,0.0,1.08,1,5,1.0,0.12,0,4,1.0,0.96,0,1,0.0,0.04,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
92365061_2218313834336627305-0,false,13,4,0.3076923191547394,8,0.6153846383094788,4,0.3076923191547394,1,0.07692307978868484,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1538461595773697,false,false,1.0,1,1,0.0,1.15,0,6,2.0,0.46,0,6,2.0,0.69,0,2,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
rsssf.com.html-0,false,49,4,0.08163265138864517,46,0.9387755393981934,0,0.0,1,0.020408162847161293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,1.02,1,2,0.0,0.06,0,1,0.0,0.96,0,1,0.0,0.04,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
rsssf.com.html-0,false,49,7,0.1428571492433548,46,0.9387755393981934,0,0.0,1,0.020408162847161293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,1.08,1,5,1.0,0.14,0,5,1.0,0.94,0,1,0.0,0.06,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
92365061_2218313834336627305-0,false,13,2,0.1538461595773697,5,0.38461539149284363,7,0.5384615659713745,1,0.07692307978868484,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1538461595773697,false,false,1.0,1,1,0.0,0.69,0,4,1.0,0.31,0,4,1.0,0.38,0,1,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
rsssf.com.html-0,false,49,6,0.12244898080825806,46,0.9387755393981934,0,0.0,1,0.020408162847161293,1,0.020408162847161293,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,false,false,1.0,1,1,0.0,1.02,1,2,0.0,0.08,0,2,0.0,0.94,0,1,0.0,0.04,0,1,0.0,0.0,0,0,0.0,0.0,0,0,0.0
92365061_2218313834336627305-0,false,13,3,0.23076923191547394,6,0.4615384638309479,6,0.4615384638309479,1,0.07692307978868484,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.1538461595773697,false,false,1.0,1,1,0.0,0.92,0,6,2.0,0.46,0,6,2.0,0.46,0,1,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0
